Level 1,Level 2,Level 3,Level 4,Full URL,Page Name,Writer,Status,Priority,Research Summary,Writer Brief Link,AI Brief Link,Target Keywords,Volume,Phase,Notes
Louisiana Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/louisiana/betting-apps.htm,Best Betting Apps in Louisiana,Lewis Humphries,Not Started,Medium,,,,louisiana betting apps,400,PHASE 1,Louisiana Apps
Louisiana Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/louisiana/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Louisiana,Lewis Humphries,Not Started,Medium,,,,louisiana sportsbook bonuses promo codes,,PHASE 1,Louisiana Bonuses & Promo Codes - Combined page
Louisiana Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/louisiana/fanduel-review.htm,FanDuel Louisiana Review,Lewis Humphries,Not Started,Critical,,,,fanduel louisiana,,PHASE 1,Louisiana Brand #1
Louisiana Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/louisiana/fanduel-promo-code.htm,FanDuel Louisiana Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code louisiana,,PHASE 1,Louisiana FanDuel Promo
Louisiana Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/louisiana/draftkings-review.htm,DraftKings Louisiana Review,Lewis Humphries,Not Started,Critical,,,,draftkings louisiana,,PHASE 1,Louisiana Brand #2
Louisiana Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/louisiana/draftkings-promo-code.htm,DraftKings Louisiana Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code louisiana,,PHASE 1,Louisiana DraftKings Promo
Louisiana Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/louisiana/betmgm-review.htm,BetMGM Louisiana Review,Lewis Humphries,Not Started,High,,,,betmgm louisiana,,PHASE 1,Louisiana Brand #3
Louisiana Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/louisiana/betmgm-promo-code.htm,BetMGM Louisiana Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code louisiana,,PHASE 1,Louisiana BetMGM Promo
Louisiana Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/louisiana/caesars-review.htm,Caesars Louisiana Review,Lewis Humphries,Not Started,High,,,,caesars louisiana,,PHASE 1,Louisiana Brand #4
Louisiana Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/louisiana/caesars-promo-code.htm,Caesars Louisiana Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code louisiana,,PHASE 1,Louisiana Caesars Promo
Louisiana Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/louisiana/bet365-review.htm,bet365 Louisiana Review,Lewis Humphries,Not Started,High,,,,bet365 louisiana,,PHASE 1,Louisiana Brand #5
Louisiana Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/louisiana/bet365-promo-code.htm,bet365 Louisiana Promo Code,Lewis Humphries,Not Started,Medium,,,,bet365 promo code louisiana,,PHASE 1,Louisiana bet365 Promo
Louisiana Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/louisiana/betrivers-review.htm,BetRivers Louisiana Review,Lewis Humphries,Not Started,Medium,,,,betrivers louisiana,,PHASE 1,Louisiana Brand #6
Louisiana Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/louisiana/betrivers-promo-code.htm,BetRivers Louisiana Promo Code,Lewis Humphries,Not Started,Medium,,,,betrivers promo code louisiana,,PHASE 1,Louisiana BetRivers Promo
Louisiana Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/louisiana/fanatics-review.htm,Fanatics Louisiana Review,Lewis Humphries,Not Started,Medium,,,,fanatics louisiana,,PHASE 1,Louisiana Brand #7
Louisiana Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/louisiana/fanatics-promo-code.htm,Fanatics Louisiana Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code louisiana,,PHASE 1,Louisiana Fanatics Promo
Louisiana Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/louisiana/bally-bet-review.htm,Bally Bet Louisiana Review,Lewis Humphries,Not Started,Medium,,,,bally bet louisiana,,PHASE 1,Louisiana Brand #8
Maryland Betting,,,,https://www.topendsports.com/sport/betting/maryland/index.htm,Best Betting Sites in Maryland,Tom Goldsmith,Not Started,High,,,,maryland sports betting,1700,PHASE 1,Maryland Hub - Allowed to Operate (under $500k) - Regulator: Maryland Lottery and Gaming Control Agency
Maryland Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/maryland/betting-apps.htm,Best Betting Apps in Maryland,Tom Goldsmith,Not Started,Medium,,,,maryland betting apps,500,PHASE 1,Maryland Apps
Maryland Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/maryland/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Maryland,Tom Goldsmith,Not Started,Medium,,,,maryland sportsbook bonuses promo codes,,PHASE 1,Maryland Bonuses & Promo Codes - Combined page
Maryland Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/maryland/fanduel-review.htm,FanDuel Maryland Review,Tom Goldsmith,Not Started,Critical,,,,fanduel maryland,,PHASE 1,Maryland Brand #1
Maryland Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/maryland/fanduel-promo-code.htm,FanDuel Maryland Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code maryland,,PHASE 1,Maryland FanDuel Promo
Maryland Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/maryland/draftkings-review.htm,DraftKings Maryland Review,Tom Goldsmith,Not Started,Critical,,,,draftkings maryland,,PHASE 1,Maryland Brand #2
Maryland Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/maryland/draftkings-promo-code.htm,DraftKings Maryland Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code maryland,,PHASE 1,Maryland DraftKings Promo
Maryland Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/maryland/betmgm-review.htm,BetMGM Maryland Review,Tom Goldsmith,Not Started,High,,,,betmgm maryland,,PHASE 1,Maryland Brand #3
Maryland Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/maryland/betmgm-promo-code.htm,BetMGM Maryland Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code maryland,,PHASE 1,Maryland BetMGM Promo
Maryland Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/maryland/caesars-review.htm,Caesars Maryland Review,Tom Goldsmith,Not Started,High,,,,caesars maryland,,PHASE 1,Maryland Brand #4
Maryland Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/maryland/caesars-promo-code.htm,Caesars Maryland Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code maryland,,PHASE 1,Maryland Caesars Promo
Maryland Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/maryland/bet365-review.htm,bet365 Maryland Review,Tom Goldsmith,Not Started,High,,,,bet365 maryland,,PHASE 1,Maryland Brand #5
Maryland Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/maryland/bet365-promo-code.htm,bet365 Maryland Promo Code,Tom Goldsmith,Not Started,Medium,,,,bet365 promo code maryland,,PHASE 1,Maryland bet365 Promo
Maryland Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/maryland/betrivers-review.htm,BetRivers Maryland Review,Tom Goldsmith,Not Started,Medium,,,,betrivers maryland,,PHASE 1,Maryland Brand #6
Maryland Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/maryland/betrivers-promo-code.htm,BetRivers Maryland Promo Code,Tom Goldsmith,Not Started,Medium,,,,betrivers promo code maryland,,PHASE 1,Maryland BetRivers Promo
Maryland Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/maryland/fanatics-review.htm,Fanatics Maryland Review,Tom Goldsmith,Not Started,Medium,,,,fanatics maryland,,PHASE 1,Maryland Brand #7
Maryland Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/maryland/fanatics-promo-code.htm,Fanatics Maryland Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code maryland,,PHASE 1,Maryland Fanatics Promo
Maryland Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/maryland/hard-rock-bet-review.htm,Hard Rock Bet Maryland Review,Tom Goldsmith,Not Started,Medium,,,,hard rock bet maryland,,PHASE 1,Maryland Brand #8
Maryland Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/maryland/hard-rock-bet-promo-code.htm,Hard Rock Bet Maryland Promo Code,Tom Goldsmith,Not Started,Medium,,,,hard rock bet promo code maryland,,PHASE 1,Maryland Hard Rock Bet Promo
Maryland Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/maryland/bally-bet-review.htm,Bally Bet Maryland Review,Tom Goldsmith,Not Started,Medium,,,,bally bet maryland,,PHASE 1,Maryland Brand #9
Massachusetts Betting,,,,https://www.topendsports.com/sport/betting/massachusetts/index.htm,Best Betting Sites in Massachusetts,Lewis Humphries,Not Started,Medium,,,,massachusetts sports betting,1900,PHASE 1,Massachusetts Hub - Waiting for License - Regulator: Massachusetts Gaming Commission
Massachusetts Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/massachusetts/betting-apps.htm,Best Betting Apps in Massachusetts,Lewis Humphries,Not Started,Medium,,,,massachusetts betting apps,250,PHASE 1,Massachusetts Apps
Massachusetts Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/massachusetts/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Massachusetts,Lewis Humphries,Not Started,Medium,,,,massachusetts sportsbook bonuses promo codes,,PHASE 1,Massachusetts Bonuses & Promo Codes - Combined page
Massachusetts Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/massachusetts/fanduel-review.htm,FanDuel Massachusetts Review,Lewis Humphries,Not Started,Critical,,,,fanduel massachusetts,,PHASE 1,Massachusetts Brand #1
Massachusetts Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/massachusetts/fanduel-promo-code.htm,FanDuel Massachusetts Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code massachusetts,,PHASE 1,Massachusetts FanDuel Promo
Massachusetts Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/massachusetts/draftkings-review.htm,DraftKings Massachusetts Review,Lewis Humphries,Not Started,Critical,,,,draftkings massachusetts,,PHASE 1,Massachusetts Brand #2
Massachusetts Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/massachusetts/draftkings-promo-code.htm,DraftKings Massachusetts Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code massachusetts,,PHASE 1,Massachusetts DraftKings Promo
Massachusetts Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/massachusetts/betmgm-review.htm,BetMGM Massachusetts Review,Lewis Humphries,Not Started,High,,,,betmgm massachusetts,,PHASE 1,Massachusetts Brand #3
Massachusetts Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/massachusetts/betmgm-promo-code.htm,BetMGM Massachusetts Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code massachusetts,,PHASE 1,Massachusetts BetMGM Promo
Massachusetts Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/massachusetts/caesars-review.htm,Caesars Massachusetts Review,Lewis Humphries,Not Started,High,,,,caesars massachusetts,,PHASE 1,Massachusetts Brand #4
Massachusetts Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/massachusetts/caesars-promo-code.htm,Caesars Massachusetts Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code massachusetts,,PHASE 1,Massachusetts Caesars Promo
Massachusetts Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/massachusetts/fanatics-review.htm,Fanatics Massachusetts Review,Lewis Humphries,Not Started,High,,,,fanatics massachusetts,,PHASE 1,Massachusetts Brand #5
Massachusetts Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/massachusetts/fanatics-promo-code.htm,Fanatics Massachusetts Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code massachusetts,,PHASE 1,Massachusetts Fanatics Promo
Massachusetts Betting,Sportsbook Reviews,theScore Bet,,https://www.topendsports.com/sport/betting/massachusetts/thescore-bet-review.htm,theScore Bet Massachusetts Review,Lewis Humphries,Not Started,Medium,,,,thescore bet massachusetts,,PHASE 1,Massachusetts Brand #6
Massachusetts Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/massachusetts/bally-bet-review.htm,Bally Bet Massachusetts Review,Lewis Humphries,Not Started,Medium,,,,bally bet massachusetts,,PHASE 1,Massachusetts Brand #7
Virginia Betting,,,,https://www.topendsports.com/sport/betting/virginia/index.htm,Best Betting Sites in Virginia,Tom Goldsmith,Not Started,Medium,,,,virginia sports betting,1100,PHASE 1,Virginia Hub - Waiting for License - Regulator: Virginia Lottery
Virginia Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/virginia/betting-apps.htm,Best Betting Apps in Virginia,Tom Goldsmith,Not Started,Medium,,,,va betting apps,400,PHASE 1,Virginia Apps
Virginia Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/virginia/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Virginia,Tom Goldsmith,Not Started,Medium,,,,virginia sportsbook bonuses promo codes,,PHASE 1,Virginia Bonuses & Promo Codes - Combined page
Virginia Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/virginia/fanduel-review.htm,FanDuel Virginia Review,Tom Goldsmith,Not Started,Critical,,,,fanduel virginia,,PHASE 1,Virginia Brand #1
Virginia Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/virginia/fanduel-promo-code.htm,FanDuel Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code virginia,,PHASE 1,Virginia FanDuel Promo
Virginia Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/virginia/draftkings-review.htm,DraftKings Virginia Review,Tom Goldsmith,Not Started,Critical,,,,draftkings virginia,,PHASE 1,Virginia Brand #2
Virginia Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/virginia/draftkings-promo-code.htm,DraftKings Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code virginia,,PHASE 1,Virginia DraftKings Promo
Virginia Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/virginia/betmgm-review.htm,BetMGM Virginia Review,Tom Goldsmith,Not Started,High,,,,betmgm virginia,,PHASE 1,Virginia Brand #3
Virginia Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/virginia/betmgm-promo-code.htm,BetMGM Virginia Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code virginia,,PHASE 1,Virginia BetMGM Promo
Virginia Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/virginia/caesars-review.htm,Caesars Virginia Review,Tom Goldsmith,Not Started,High,,,,caesars virginia,,PHASE 1,Virginia Brand #4
Virginia Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/virginia/caesars-promo-code.htm,Caesars Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code virginia,,PHASE 1,Virginia Caesars Promo
Virginia Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/virginia/bet365-review.htm,bet365 Virginia Review,Tom Goldsmith,Not Started,High,,,,bet365 virginia,,PHASE 1,Virginia Brand #5
Virginia Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/virginia/bet365-promo-code.htm,bet365 Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,bet365 promo code virginia,,PHASE 1,Virginia bet365 Promo
Virginia Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/virginia/betrivers-review.htm,BetRivers Virginia Review,Tom Goldsmith,Not Started,Medium,,,,betrivers virginia,,PHASE 1,Virginia Brand #6
Virginia Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/virginia/betrivers-promo-code.htm,BetRivers Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,betrivers promo code virginia,,PHASE 1,Virginia BetRivers Promo
Virginia Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/virginia/fanatics-review.htm,Fanatics Virginia Review,Tom Goldsmith,Not Started,Medium,,,,fanatics virginia,,PHASE 1,Virginia Brand #7
Virginia Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/virginia/fanatics-promo-code.htm,Fanatics Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code virginia,,PHASE 1,Virginia Fanatics Promo
Virginia Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/virginia/hard-rock-bet-review.htm,Hard Rock Bet Virginia Review,Tom Goldsmith,Not Started,Medium,,,,hard rock bet virginia,,PHASE 1,Virginia Brand #8
Virginia Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/virginia/hard-rock-bet-promo-code.htm,Hard Rock Bet Virginia Promo Code,Tom Goldsmith,Not Started,Medium,,,,hard rock bet promo code virginia,,PHASE 1,Virginia Hard Rock Bet Promo
Virginia Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/virginia/bally-bet-review.htm,Bally Bet Virginia Review,Tom Goldsmith,Not Started,Medium,,,,bally bet virginia,,PHASE 1,Virginia Brand #9
Indiana Betting,,,,https://www.topendsports.com/sport/betting/indiana/index.htm,Best Betting Sites in Indiana,Lewis Humphries,Not Started,Medium,,,,indiana sports betting,1400,PHASE 1,Indiana Hub - Waiting for License - Regulator: Indiana Gaming Commission
Indiana Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/indiana/betting-apps.htm,Best Betting Apps in Indiana,Lewis Humphries,Not Started,Medium,,,,indiana betting apps,250,PHASE 1,Indiana Apps
Indiana Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/indiana/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in Indiana,Lewis Humphries,Not Started,Medium,,,,indiana sportsbook bonuses promo codes,,PHASE 1,Indiana Bonuses & Promo Codes - Combined page
Indiana Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/indiana/fanduel-review.htm,FanDuel Indiana Review,Lewis Humphries,Not Started,Critical,,,,fanduel indiana,,PHASE 1,Indiana Brand #1
Indiana Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/indiana/fanduel-promo-code.htm,FanDuel Indiana Promo Code,Lewis Humphries,Not Started,High,,,,fanduel promo code indiana,,PHASE 1,Indiana FanDuel Promo
Indiana Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/indiana/draftkings-review.htm,DraftKings Indiana Review,Lewis Humphries,Not Started,Critical,,,,draftkings indiana,,PHASE 1,Indiana Brand #2
Indiana Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/indiana/draftkings-promo-code.htm,DraftKings Indiana Promo Code,Lewis Humphries,Not Started,High,,,,draftkings promo code indiana,,PHASE 1,Indiana DraftKings Promo
Indiana Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/indiana/betmgm-review.htm,BetMGM Indiana Review,Lewis Humphries,Not Started,High,,,,betmgm indiana,,PHASE 1,Indiana Brand #3
Indiana Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/indiana/betmgm-promo-code.htm,BetMGM Indiana Promo Code,Lewis Humphries,Not Started,High,,,,betmgm promo code indiana,,PHASE 1,Indiana BetMGM Promo
Indiana Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/indiana/caesars-review.htm,Caesars Indiana Review,Lewis Humphries,Not Started,High,,,,caesars indiana,,PHASE 1,Indiana Brand #4
Indiana Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/indiana/caesars-promo-code.htm,Caesars Indiana Promo Code,Lewis Humphries,Not Started,Medium,,,,caesars promo code indiana,,PHASE 1,Indiana Caesars Promo
Indiana Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/indiana/bet365-review.htm,bet365 Indiana Review,Lewis Humphries,Not Started,High,,,,bet365 indiana,,PHASE 1,Indiana Brand #5
Indiana Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/indiana/bet365-promo-code.htm,bet365 Indiana Promo Code,Lewis Humphries,Not Started,Medium,,,,bet365 promo code indiana,,PHASE 1,Indiana bet365 Promo
Indiana Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/indiana/betrivers-review.htm,BetRivers Indiana Review,Lewis Humphries,Not Started,Medium,,,,betrivers indiana,,PHASE 1,Indiana Brand #6
Indiana Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/indiana/betrivers-promo-code.htm,BetRivers Indiana Promo Code,Lewis Humphries,Not Started,Medium,,,,betrivers promo code indiana,,PHASE 1,Indiana BetRivers Promo
Indiana Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/indiana/fanatics-review.htm,Fanatics Indiana Review,Lewis Humphries,Not Started,Medium,,,,fanatics indiana,,PHASE 1,Indiana Brand #7
Indiana Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/indiana/fanatics-promo-code.htm,Fanatics Indiana Promo Code,Lewis Humphries,Not Started,Medium,,,,fanatics promo code indiana,,PHASE 1,Indiana Fanatics Promo
Indiana Betting,Sportsbook Reviews,Hard Rock Bet,,https://www.topendsports.com/sport/betting/indiana/hard-rock-bet-review.htm,Hard Rock Bet Indiana Review,Lewis Humphries,Not Started,Medium,,,,hard rock bet indiana,,PHASE 1,Indiana Brand #8
Indiana Betting,Sportsbook Reviews,Hard Rock Bet,Promo Code,https://www.topendsports.com/sport/betting/indiana/hard-rock-bet-promo-code.htm,Hard Rock Bet Indiana Promo Code,Lewis Humphries,Not Started,Medium,,,,hard rock bet promo code indiana,,PHASE 1,Indiana Hard Rock Bet Promo
Indiana Betting,Sportsbook Reviews,Bally Bet,,https://www.topendsports.com/sport/betting/indiana/bally-bet-review.htm,Bally Bet Indiana Review,Lewis Humphries,Not Started,Medium,,,,bally bet indiana,,PHASE 1,Indiana Brand #9
New Jersey Betting,,,,https://www.topendsports.com/sport/betting/new-jersey/index.htm,Best Betting Sites in New Jersey,Tom Goldsmith,Not Started,Medium,,,,nj sports betting,1400,PHASE 1,New Jersey Hub - Waiting for License - Regulator: NJ Division of Gaming Enforcement
New Jersey Betting,Comparison Pages,,,https://www.topendsports.com/sport/betting/new-jersey/betting-apps.htm,Best Betting Apps in New Jersey,Tom Goldsmith,Not Started,Medium,,,,nj betting apps,450,PHASE 1,New Jersey Apps
New Jersey Betting,Comparison Pages,Bonuses,,https://www.topendsports.com/sport/betting/new-jersey/bonuses.htm,Best Sportsbook Bonuses & Promo Codes in New Jersey,Tom Goldsmith,Not Started,Medium,,,,new jersey sportsbook bonuses promo codes,,PHASE 1,New Jersey Bonuses & Promo Codes - Combined page
New Jersey Betting,Sportsbook Reviews,FanDuel,,https://www.topendsports.com/sport/betting/new-jersey/fanduel-review.htm,FanDuel New Jersey Review,Tom Goldsmith,Not Started,Critical,,,,fanduel new jersey,,PHASE 1,New Jersey Brand #1
New Jersey Betting,Sportsbook Reviews,FanDuel,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/fanduel-promo-code.htm,FanDuel New Jersey Promo Code,Tom Goldsmith,Not Started,High,,,,fanduel promo code new jersey,,PHASE 1,New Jersey FanDuel Promo
New Jersey Betting,Sportsbook Reviews,DraftKings,,https://www.topendsports.com/sport/betting/new-jersey/draftkings-review.htm,DraftKings New Jersey Review,Tom Goldsmith,Not Started,Critical,,,,draftkings new jersey,,PHASE 1,New Jersey Brand #2
New Jersey Betting,Sportsbook Reviews,DraftKings,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/draftkings-promo-code.htm,DraftKings New Jersey Promo Code,Tom Goldsmith,Not Started,High,,,,draftkings promo code new jersey,,PHASE 1,New Jersey DraftKings Promo
New Jersey Betting,Sportsbook Reviews,BetMGM,,https://www.topendsports.com/sport/betting/new-jersey/betmgm-review.htm,BetMGM New Jersey Review,Tom Goldsmith,Not Started,High,,,,betmgm new jersey,,PHASE 1,New Jersey Brand #3
New Jersey Betting,Sportsbook Reviews,BetMGM,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/betmgm-promo-code.htm,BetMGM New Jersey Promo Code,Tom Goldsmith,Not Started,High,,,,betmgm promo code new jersey,,PHASE 1,New Jersey BetMGM Promo
New Jersey Betting,Sportsbook Reviews,Caesars,,https://www.topendsports.com/sport/betting/new-jersey/caesars-review.htm,Caesars New Jersey Review,Tom Goldsmith,Not Started,High,,,,caesars new jersey,,PHASE 1,New Jersey Brand #4
New Jersey Betting,Sportsbook Reviews,Caesars,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/caesars-promo-code.htm,Caesars New Jersey Promo Code,Tom Goldsmith,Not Started,Medium,,,,caesars promo code new jersey,,PHASE 1,New Jersey Caesars Promo
New Jersey Betting,Sportsbook Reviews,bet365,,https://www.topendsports.com/sport/betting/new-jersey/bet365-review.htm,bet365 New Jersey Review,Tom Goldsmith,Not Started,High,,,,bet365 new jersey,,PHASE 1,New Jersey Brand #5
New Jersey Betting,Sportsbook Reviews,bet365,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/bet365-promo-code.htm,bet365 New Jersey Promo Code,Tom Goldsmith,Not Started,Medium,,,,bet365 promo code new jersey,,PHASE 1,New Jersey bet365 Promo
New Jersey Betting,Sportsbook Reviews,BetRivers,,https://www.topendsports.com/sport/betting/new-jersey/betrivers-review.htm,BetRivers New Jersey Review,Tom Goldsmith,Not Started,Medium,,,,betrivers new jersey,,PHASE 1,New Jersey Brand #6
New Jersey Betting,Sportsbook Reviews,BetRivers,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/betrivers-promo-code.htm,BetRivers New Jersey Promo Code,Tom Goldsmith,Not Started,Medium,,,,betrivers promo code new jersey,,PHASE 1,New Jersey BetRivers Promo
New Jersey Betting,Sportsbook Reviews,Fanatics,,https://www.topendsports.com/sport/betting/new-jersey/fanatics-review.htm,Fanatics New Jersey Review,Tom Goldsmith,Not Started,Medium,,,,fanatics new jersey,,PHASE 1,New Jersey Brand #7
New Jersey Betting,Sportsbook Reviews,Fanatics,Promo Code,https://www.topendsports.com/sport/betting/new-jersey/fanatics-promo-code.htm,Fanatics New Jersey Promo Code,Tom Goldsmith,Not Started,Medium,,,,fanatics promo code new jersey,,PHASE 1,New Jersey Fanatics Promo
